Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,branch-s3b7,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Age,Store: Undergraduate,Store: English_Fluency,Store: Sex,Store: Gender,branch-dgjt
10,1753781351529,29/07/2025 09:29,1753784951529,1,29/07/2025 11:29,234742,9,questionnaire-hpzd,,48384184,BLINDED,13889770,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x551,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
11,1753781351529,29/07/2025 09:29,1753784951529,1,29/07/2025 11:29,234742,9,questionnaire-hpzd,,48384184,BLINDED,13889770,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x551,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,No Voucher
12,1753781351530,29/07/2025 09:29,1753784951530,1,29/07/2025 11:29,234742,9,questionnaire-hpzd,,48384184,BLINDED,13889770,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x551,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,5496,,,,,,,,,,No Voucher
1,1753781740441,29/07/2025 09:35,1753785340441,1,29/07/2025 11:35,234742,9,questionnaire-hpzd,,48384822,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,No Voucher
7,1753781748824,29/07/2025 09:35,1753785348824,1,29/07/2025 11:35,234742,9,questionnaire-hpzd,,48384822,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,25,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
8,1753781748824,29/07/2025 09:35,1753785348824,1,29/07/2025 11:35,234742,9,questionnaire-hpzd,,48384822,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,9,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
9,1753781748824,29/07/2025 09:35,1753785348824,1,29/07/2025 11:35,234742,9,questionnaire-hpzd,,48384822,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
10,1753781748825,29/07/2025 09:35,1753785348825,1,29/07/2025 11:35,234742,9,questionnaire-hpzd,,48384822,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
11,1753781748825,29/07/2025 09:35,1753785348825,1,29/07/2025 11:35,234742,9,questionnaire-hpzd,,48384822,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,No Voucher
12,1753781748826,29/07/2025 09:35,1753785348826,1,29/07/2025 11:35,234742,9,questionnaire-hpzd,,48384822,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,8358,,,,,,,,,,No Voucher
1,1753793234401,29/07/2025 12:47,1753796834401,1,29/07/2025 14:47,234742,9,questionnaire-hpzd,,48395325,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,No Voucher
7,1753793241810,29/07/2025 12:47,1753796841810,1,29/07/2025 14:47,234742,9,questionnaire-hpzd,,48395325,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,26,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
8,1753793241810,29/07/2025 12:47,1753796841810,1,29/07/2025 14:47,234742,9,questionnaire-hpzd,,48395325,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,10,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
9,1753793241810,29/07/2025 12:47,1753796841810,1,29/07/2025 14:47,234742,9,questionnaire-hpzd,,48395325,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
10,1753793241810,29/07/2025 12:47,1753796841810,1,29/07/2025 14:47,234742,9,questionnaire-hpzd,,48395325,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
11,1753793241811,29/07/2025 12:47,1753796841811,1,29/07/2025 14:47,234742,9,questionnaire-hpzd,,48395325,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,No Voucher
12,1753793241811,29/07/2025 12:47,1753796841811,1,29/07/2025 14:47,234742,9,questionnaire-hpzd,,48395325,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,7353,,,,,,,,,,No Voucher
1,1753808761496,29/07/2025 17:06,1753812361496,1,29/07/2025 19:06,234742,9,questionnaire-hpzd,,48405712,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753808768633,29/07/2025 17:06,1753812368633,1,29/07/2025 19:06,234742,9,questionnaire-hpzd,,48405712,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,24,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753808768633,29/07/2025 17:06,1753812368633,1,29/07/2025 19:06,234742,9,questionnaire-hpzd,,48405712,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,8,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753808768633,29/07/2025 17:06,1753812368633,1,29/07/2025 19:06,234742,9,questionnaire-hpzd,,48405712,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753808768633,29/07/2025 17:06,1753812368633,1,29/07/2025 19:06,234742,9,questionnaire-hpzd,,48405712,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753808768633,29/07/2025 17:06,1753812368633,1,29/07/2025 19:06,234742,9,questionnaire-hpzd,,48405712,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753808768633,29/07/2025 17:06,1753812368633,1,29/07/2025 19:06,234742,9,questionnaire-hpzd,,48405712,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,7108,,,,,,,,,,Voucher
1,1753892613005,30/07/2025 16:23,1753896213005,1,30/07/2025 18:23,234742,9,questionnaire-hpzd,,48441724,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753892623787,30/07/2025 16:23,1753896223787,1,30/07/2025 18:23,234742,9,questionnaire-hpzd,,48441724,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,25,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753892623787,30/07/2025 16:23,1753896223787,1,30/07/2025 18:23,234742,9,questionnaire-hpzd,,48441724,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,9,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753892623787,30/07/2025 16:23,1753896223787,1,30/07/2025 18:23,234742,9,questionnaire-hpzd,,48441724,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753892623787,30/07/2025 16:23,1753896223787,1,30/07/2025 18:23,234742,9,questionnaire-hpzd,,48441724,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753892623787,30/07/2025 16:23,1753896223787,1,30/07/2025 18:23,234742,9,questionnaire-hpzd,,48441724,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753892623787,30/07/2025 16:23,1753896223787,1,30/07/2025 18:23,234742,9,questionnaire-hpzd,,48441724,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,10733,,,,,,,,,,Voucher
1,1753893437463,30/07/2025 16:37,1753868237463,-7,30/07/2025 02:37,234742,9,questionnaire-hpzd,,48442274,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1525x858,1525x718,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
8,1753893455864,30/07/2025 16:37,1753868255864,-7,30/07/2025 02:37,234742,9,questionnaire-hpzd,,48442274,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1525x858,1525x718,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,23,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753893455864,30/07/2025 16:37,1753868255864,-7,30/07/2025 02:37,234742,9,questionnaire-hpzd,,48442274,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1525x858,1525x718,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,7,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
10,1753893455864,30/07/2025 16:37,1753868255864,-7,30/07/2025 02:37,234742,9,questionnaire-hpzd,,48442274,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1525x858,1525x718,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753893455864,30/07/2025 16:37,1753868255864,-7,30/07/2025 02:37,234742,9,questionnaire-hpzd,,48442274,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1525x858,1525x718,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
12,1753893455865,30/07/2025 16:37,1753868255865,-7,30/07/2025 02:37,234742,9,questionnaire-hpzd,,48442274,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1525x858,1525x718,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
13,1753893455865,30/07/2025 16:37,1753868255865,-7,30/07/2025 02:37,234742,9,questionnaire-hpzd,,48442274,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1525x858,1525x718,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,18308,,,,,,,,,,Voucher
1,1753895792531,30/07/2025 17:16,1753899392531,1,30/07/2025 19:16,234742,9,questionnaire-hpzd,,48443727,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
8,1753895805888,30/07/2025 17:16,1753899405888,1,30/07/2025 19:16,234742,9,questionnaire-hpzd,,48443727,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,20,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753895805888,30/07/2025 17:16,1753899405888,1,30/07/2025 19:16,234742,9,questionnaire-hpzd,,48443727,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,4,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
10,1753895805889,30/07/2025 17:16,1753899405889,1,30/07/2025 19:16,234742,9,questionnaire-hpzd,,48443727,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753895805889,30/07/2025 17:16,1753899405889,1,30/07/2025 19:16,234742,9,questionnaire-hpzd,,48443727,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
12,1753895805889,30/07/2025 17:16,1753899405889,1,30/07/2025 19:16,234742,9,questionnaire-hpzd,,48443727,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
13,1753895805890,30/07/2025 17:16,1753899405890,1,30/07/2025 19:16,234742,9,questionnaire-hpzd,,48443727,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,13323,,,,,,,,,,Voucher
1,1753896065139,30/07/2025 17:21,1753899665139,1,30/07/2025 19:21,234742,9,questionnaire-hpzd,,48443874,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753896078580,30/07/2025 17:21,1753899678580,1,30/07/2025 19:21,234742,9,questionnaire-hpzd,,48443874,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,31,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753896078580,30/07/2025 17:21,1753899678580,1,30/07/2025 19:21,234742,9,questionnaire-hpzd,,48443874,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,15,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753896078580,30/07/2025 17:21,1753899678580,1,30/07/2025 19:21,234742,9,questionnaire-hpzd,,48443874,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753896078581,30/07/2025 17:21,1753899678581,1,30/07/2025 19:21,234742,9,questionnaire-hpzd,,48443874,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
